index,Paper Title,Year,Author,Citation,Publisher,Xref-Year,DOI,Authors,References,Type,Outlet,Abstract,Xref-Title,Xref-DOI
925,Type Anywhere You Want: An Introduction to Invisible Mobile Keyboard,2021,SM Yoo,0,International Joint Conferences on Artificial Intelligence Organization,2021,10.24963/ijcai.2021/242,"[{""given"": ""Sahng-Min"", ""family"": ""Yoo"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""KAIST, Republic of Korea""}]}, {""given"": ""Ue-Hwan"", ""family"": ""Kim"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""KAIST, Republic of Korea""}]}, {""given"": ""Yewon"", ""family"": ""Hwang"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""KAIST, Republic of Korea""}]}, {""given"": ""Jong-Hwan"", ""family"": ""Kim"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""KAIST, Republic of Korea""}]}]",0,proceedings-article,Proceedings of the Thirtieth International Joint Conference on Artificial Intelligence,contemporary soft keyboards possess limitations the lack of physical feedback results in an increase of typos and the interface of soft keyboards degrades the utility of the screen to overcome these limitations we propose an invisible mobile keyboard imk which lets users freely type on the desired area without any constraints to facilitate a data driven imk decoding task we have collected the most extensive text entry dataset approximately 2m pairs of typing positions and the corresponding characters additionally we propose our baseline decoder along with a semantic typo correction mechanism based on self attention which decodes such unconstrained inputs with high accuracy 96 0 moreover the user study reveals that the users could type faster and feel convenience and satisfaction to imk with our decoder lastly we make the source code and the dataset public to contribute to the research community ,type anywhere you want an introduction to invisible mobile keyboard,10.24963/ijcai.2021/242
927,"Type, then correct: intelligent text correction techniques for mobile text entry using neural networks",2019,MR Zhang,14,ACM,2019,10.1145/3332165.3347924,"[{""given"": ""Mingrui Ray"", ""family"": ""Zhang"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""University of Washington, Seattle, WA, USA""}]}, {""given"": ""He"", ""family"": ""Wen"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Carnegie Mellon University, Pittsburgh, PA, USA""}]}, {""given"": ""Jacob O."", ""family"": ""Wobbrock"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""University of Washington, Seattle, WA, USA""}]}]",48,proceedings-article,Proceedings of the 32nd Annual ACM Symposium on User Interface Software and Technology,,type then correct intelligent text correction techniques for mobile text entry using neural networks,10.1145/3332165.3347924
928,Typealike: Near-Keyboard Hand Postures for Expanded Laptop Interaction,2021,N Chhibber,0,Association for Computing Machinery (ACM),2021,10.1145/3486952,"[{""given"": ""Nalin"", ""family"": ""Chhibber"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""University of Waterloo, Waterloo, ON, Canada""}]}, {""given"": ""Hemant Bhaskar"", ""family"": ""Surale"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""University of Waterloo, Waterloo, ON, Canada""}]}, {""given"": ""Fabrice"", ""family"": ""Matulic"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Preferred Networks Inc., Tokyo, Japan""}]}, {""given"": ""Daniel"", ""family"": ""Vogel"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""University of Waterloo, Waterloo, ON, Canada""}]}]",40,journal-article,Proceedings of the ACM on Human-Computer Interaction,we propose a style of hand postures to trigger commands on a laptop the key idea is to perform hand postures while keeping the hands on beside or below the keyboard to align with natural laptop usage 36 hand posture variations are explored considering three resting locations left or right hand open or closed hand and three wrist rotation angles a 30 participant formative study measures posture preferences and generates a dataset of nearly 350k images under different lighting conditions and backgrounds a deep learning recognizer achieves over 97 accuracy when classifying all 36 postures with 2 additional non posture classes for typing and non typing a second experiment with 20 participants validates the recognizer under real time usage and compares posture invocation time with keyboard shortcuts results find low error rates and fast formation time indicating postures are close to current typing and pointing postures finally practical use case demonstrations are presented and further extensions discussed ,typealike,10.1145/3486952
929,TypeAnywhere: A QWERTY-Based Text Entry Solution for Ubiquitous Computing,2022,MR Zhang,0,ACM,2022,10.1145/3491102.3517686,"[{""given"": ""Mingrui Ray"", ""family"": ""Zhang"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""The Information School, University of Washington, United States""}]}, {""given"": ""Shumin"", ""family"": ""Zhai"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Google, United States""}]}, {""given"": ""Jacob O."", ""family"": ""Wobbrock"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""The Information School, University of Washington, United States""}]}]",76,proceedings-article,CHI Conference on Human Factors in Computing Systems,,typeanywhere a qwerty based text entry solution for ubiquitous computing,10.1145/3491102.3517686
930,TypeBoard: Identifying Unintentional Touch on Pressure-Sensitive Touchscreen Keyboards,2021,Y Gu,0,ACM,2021,10.1145/3472749.3474770,"[{""given"": ""Yizheng"", ""family"": ""Gu"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""Department of Computer Science and Technology Tsinghua University, China""}]}, {""given"": ""Chun"", ""family"": ""Yu"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Department of Computer science and Technology Tsinghua University, China""}]}, {""given"": ""Xuanzhong"", ""family"": ""Chen"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Department of Computer Science and Technology Tsinghua University, China""}]}, {""given"": ""ZHUOJUN"", ""family"": ""LI"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Department of Computer Science and Technology, Tsinghua University, Beijing, China Department of Computer Science and Technology, Tsinghua University, Beijing, China, China""}]}, {""given"": ""Yuanchun"", ""family"": ""Shi"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Department of Computer science and Technology Tsinghua University, China""}]}]",54,proceedings-article,The 34th Annual ACM Symposium on User Interface Software and Technology,,typeboard identifying unintentional touch on pressure sensitive touchscreen keyboards,10.1145/3472749.3474770
931,TypeNet: Deep learning keystroke biometrics,2021,A Acien,12,Institute of Electrical and Electronics Engineers (IEEE),2022,10.1109/tbiom.2021.3112540,"[{""ORCID"": ""http://orcid.org/0000-0002-2689-1257"", ""authenticated-orcid"": false, ""given"": ""Alejandro"", ""family"": ""Acien"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""School of Engineering, Universidad Autonoma de Madrid, Madrid, Spain""}]}, {""ORCID"": ""http://orcid.org/0000-0002-7268-4785"", ""authenticated-orcid"": false, ""given"": ""Aythami"", ""family"": ""Morales"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""School of Engineering, Universidad Autonoma de Madrid, Madrid, Spain""}]}, {""ORCID"": ""http://orcid.org/0000-0002-5089-583X"", ""authenticated-orcid"": false, ""given"": ""John V."", ""family"": ""Monaco"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Department of Computer Science, Naval Postgraduate School, Monterey, CA, USA""}]}, {""ORCID"": ""http://orcid.org/0000-0002-6338-8511"", ""authenticated-orcid"": false, ""given"": ""Ruben"", ""family"": ""Vera-Rodriguez"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""School of Engineering, Universidad Autonoma de Madrid, Madrid, Spain""}]}, {""ORCID"": ""http://orcid.org/0000-0002-6343-5656"", ""authenticated-orcid"": false, ""given"": ""Julian"", ""family"": ""Fierrez"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""School of Engineering, Universidad Autonoma de Madrid, Madrid, Spain""}]}]",48,journal-article,"IEEE Transactions on Biometrics, Behavior, and Identity Science",,typenet deep learning keystroke biometrics,10.1109/tbiom.2021.3112540
932,Typenet: Scaling up keystroke biometrics,2020,A Acien,23,IEEE,2020,10.1109/ijcb48548.2020.9304908,"[{""given"": ""Alejandro"", ""family"": ""Acien"", ""sequence"": ""first"", ""affiliation"": []}, {""given"": ""Aythami"", ""family"": ""Morales"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Ruben"", ""family"": ""Vera-Rodriguez"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Julian"", ""family"": ""Fierrez"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""John V."", ""family"": ""Monaco"", ""sequence"": ""additional"", ""affiliation"": []}]",26,proceedings-article,2020 IEEE International Joint Conference on Biometrics (IJCB),,typenet scaling up keystroke biometrics,10.1109/ijcb48548.2020.9304908
933,Typenet: Towards Camera Enabled Touch Typing on Flat Surfaces Through Self-Refinement,2022,B Maman,0,IEEE,2022,10.1109/wacv51458.2022.00064,"[{""given"": ""Ben"", ""family"": ""Maman"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""Tel Aviv University""}]}, {""given"": ""Amit"", ""family"": ""Bermano"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Tel Aviv University""}]}]",31,proceedings-article,2022 IEEE/CVF Winter Conference on Applications of Computer Vision (WACV),,typenet towards camera enabled touch typing on flat surfaces through self refinement,10.1109/wacv51458.2022.00064
934,Typing Efficiency and Suggestion Accuracy Influence the Benefits and Adoption of Word Suggestions,2021,Q Roy,4,ACM,2021,10.1145/3411764.3445725,"[{""given"": ""Quentin"", ""family"": ""Roy"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""School of Computer Science University of Waterloo, Canada""}]}, {""given"": ""S\u00e9bastien"", ""family"": ""Berlioux"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""School of Computer Science University of Waterloo, Canada""}]}, {""given"": ""G\u00e9ry"", ""family"": ""Casiez"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Univ. Lille, CNRS, Inria, Centrale Lille, UMR 9189 CRIStAL, Lille, France""}]}, {""given"": ""Daniel"", ""family"": ""Vogel"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Cheriton School of Computer Science University of Waterloo, Canada""}]}]",44,proceedings-article,Proceedings of the 2021 CHI Conference on Human Factors in Computing Systems,,typing efficiency and suggestion accuracy influence the benefits and adoption of word suggestions,10.1145/3411764.3445725
935,Typing everywhere with an EMG keyboard: A novel myo armband-based HCI tool,2020,Z Fu,2,Springer International Publishing,2020,10.1007/978-3-030-60245-1_17,"[{""ORCID"": ""http://orcid.org/0000-0001-8900-7863"", ""authenticated-orcid"": false, ""given"": ""Zongkai"", ""family"": ""Fu"", ""sequence"": ""first"", ""affiliation"": []}, {""given"": ""Huiyong"", ""family"": ""Li"", ""sequence"": ""additional"", ""affiliation"": []}, {""ORCID"": ""http://orcid.org/0000-0003-1304-5366"", ""authenticated-orcid"": false, ""given"": ""Zhenchao"", ""family"": ""Ouyang"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Xuefeng"", ""family"": ""Liu"", ""sequence"": ""additional"", ""affiliation"": []}, {""ORCID"": ""http://orcid.org/0000-0003-3946-5107"", ""authenticated-orcid"": false, ""given"": ""Jianwei"", ""family"": ""Niu"", ""sequence"": ""additional"", ""affiliation"": []}]",24,book-chapter,Algorithms and Architectures for Parallel Processing,,typing everywhere with an emg keyboard a novel myo armband based hci tool,10.1007/978-3-030-60245-1_17
936,Typing on a smartwatch while mobile: a comparison of input methods,2021,CJ Turner,6,SAGE Publications,2020,10.1177/0018720819891291,"[{""given"": ""Colton J."", ""family"": ""Turner"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""Priority Designs, Columbus, OH, USA""}]}, {""ORCID"": ""http://orcid.org/0000-0002-9140-059X"", ""authenticated-orcid"": false, ""given"": ""Barbara S."", ""family"": ""Chaparro"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Embry-Riddle Aeronautical University, Daytona Beach, FL, USA""}]}, {""given"": ""Jibo"", ""family"": ""He"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Wichita State University, KS, USA""}]}]",38,journal-article,Human Factors: The Journal of the Human Factors and Ergonomics Society,objective the user experience of typing on a smartwatch was evaluated with three unique input methods tap trace and handwriting while standing and while walking background despite widespread development within the technology industry smartwatches have had a relatively slow adoption worldwide compared to smartphones one limiting factor of smartwatches has been the lack of an efficient means of text entry the 2017 release of android wear addressed this issue by providing support for native text entry i e tap trace and handwriting determining how user performance and subjective ratings compare across these input methods is essential to understanding their contribution to smartwatch user experience method twenty college age individuals typed phrases using tap trace and handwriting input on a smartwatch in three different mobility scenarios standing walking a simple course walking a complex course results participants typed faster with trace 30 words per minute wpm than with tap 20 wpm and handwriting 18 wpm regardless of mobility trace also outperformed tap and handwriting across all subjective metrics regardless of mobility conclusion trace input appears to be especially well suited for typing on a smartwatch as it was found to be objectively and subjectively superior to tap and handwriting regardless of user mobility objectively typing speeds with trace are shown to be nearly two times faster than most alternative input methods described in the literature application results suggest smartwatch manufacturers should include qwerty keyboards with trace input as a standard feature in order to provide the best overall typing experience for their users ,typing on a smartwatch while mobile a comparison of input methods,10.1177/0018720819891291
